GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,SEASON,PLAYER_A_ID,PLAYER_B_ID,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,TS_PCT,PACE,PIE
-1627814-1630228-,D. Lee - J. Kuminga,1610612744,GSW,2021-22,1627814,1630228,52,509.0,111.8,103.5,8.3,0.632,0.267,0.765,0.605,100.67,0.544
-1626204-1629642-,L. Nance Jr. - N. Little,1610612757,POR,2021-22,1626204,1629642,32,509.0,112.2,111.5,0.7,0.562,0.304,0.738,0.574,98.29,0.489
-1627742-1629638-,B. Ingram - N. Alexander-Walker,1610612740,NOP,2021-22,1627742,1629638,37,508.0,111.0,107.1,3.9,0.639,0.306,0.741,0.567,99.97,0.516
-1628402-1630180-,F. Jackson - S. Bey,1610612765,DET,2021-22,1628402,1630180,50,508.0,104.4,110.7,-6.4,0.617,0.261,0.735,0.528,102.11,0.451
-1627736-1629162-,M. Beasley - J. McLaughlin,1610612750,MIN,2021-22,1627736,1629162,53,508.0,111.8,106.9,4.9,0.651,0.265,0.696,0.577,105.43,0.52
-203903-1629672-,J. Clarkson - E. Paschall,1610612762,UTA,2021-22,203903,1629672,44,507.0,108.2,105.2,3.0,0.527,0.298,0.742,0.577,99.23,0.514
-1628415-1630217-,D. Brooks - D. Bane,1610612763,MEM,2021-22,1628415,1630217,30,506.0,113.3,103.9,9.4,0.579,0.326,0.727,0.566,101.95,0.574
-203083-1627788-,A. Drummond - F. Korkmaz,1610612755,PHI,2021-22,203083,1627788,43,505.0,103.2,107.4,-4.2,0.597,0.276,0.698,0.547,100.54,0.478
-203999-1630538-,N. Jokic - B. Hyland,1610612743,DEN,2021-22,203999,1630538,62,505.0,115.0,106.7,8.3,0.687,0.268,0.744,0.616,103.73,0.551
-201568-1630168-,D. Gallinari - O. Okongwu,1610612737,ATL,2021-22,201568,1630168,38,503.0,117.6,107.4,10.1,0.586,0.272,0.706,0.603,99.36,0.55
-203486-1629023-,M. Plumlee - P. Washington,1610612766,CHA,2021-22,203486,1629023,40,503.0,113.0,110.0,3.0,0.731,0.251,0.727,0.59,100.93,0.518
-200782-1629622-,P. Tucker - M. Strus,1610612748,MIA,2021-22,200782,1629622,52,503.0,114.0,109.8,4.2,0.696,0.282,0.759,0.601,97.9,0.53
-201976-1630183-,P. Beverley - J. McDaniels,1610612750,MIN,2021-22,201976,1630183,47,502.0,110.1,105.3,4.8,0.641,0.283,0.691,0.556,103.44,0.516
-1628972-1629632-,T. Brown Jr. - C. White,1610612741,CHI,2021-22,1628972,1629632,45,502.0,109.2,115.4,-6.1,0.543,0.247,0.756,0.582,101.43,0.468
-201587-1629599-,N. Batum - A. Coffey,1610612746,LAC,2021-22,201587,1629599,39,501.0,102.8,117.5,-14.7,0.613,0.213,0.734,0.535,99.7,0.42
-1626158-1630558-,R. Holmes - D. Mitchell,1610612758,SAC,2021-22,1626158,1630558,40,501.0,102.7,106.2,-3.5,0.59,0.27,0.68,0.538,102.01,0.482
-202083-1626171-,W. Matthews - B. Portis,1610612749,MIL,2021-22,202083,1626171,46,501.0,115.3,103.9,11.4,0.554,0.29,0.76,0.59,102.39,0.549
-1629655-1630557-,D. Gafford - C. Kispert,1610612764,WAS,2021-22,1629655,1630557,59,500.0,108.7,118.0,-9.3,0.631,0.257,0.721,0.574,100.89,0.48
-203084-203090-,H. Barnes - M. Harkless,1610612758,SAC,2021-22,203084,203090,40,500.0,109.2,111.8,-2.7,0.574,0.213,0.74,0.579,101.66,0.472
-202710-1629216-,J. Butler - G. Vincent,1610612748,MIA,2021-22,202710,1629216,35,500.0,111.7,107.5,4.2,0.662,0.288,0.753,0.581,97.85,0.527
-203085-1630267-,A. Rivers - F. Campazzo,1610612743,DEN,2021-22,203085,1630267,42,498.0,105.5,114.0,-8.5,0.646,0.291,0.707,0.568,98.81,0.447
-1627884-1630245-,D. Jones Jr. - A. Dosunmu,1610612741,CHI,2021-22,1627884,1630245,49,498.0,112.3,108.6,3.7,0.518,0.289,0.709,0.589,103.32,0.514
-1629022-1630200-,L. Walker IV - T. Jones,1610612759,SAS,2021-22,1629022,1630200,55,498.0,103.3,110.6,-7.2,0.652,0.272,0.674,0.536,104.29,0.47
-203082-1628964-,T. Ross - M. Bamba,1610612753,ORL,2021-22,203082,1628964,52,498.0,96.7,111.6,-14.9,0.599,0.267,0.706,0.518,101.87,0.42
-202696-1628972-,N. Vucevic - T. Brown Jr.,1610612741,CHI,2021-22,202696,1628972,49,496.0,108.5,112.9,-4.3,0.626,0.231,0.786,0.591,101.15,0.476
-203473-1629216-,D. Dedmon - G. Vincent,1610612748,MIA,2021-22,203473,1629216,53,495.0,105.3,101.4,4.0,0.587,0.275,0.7,0.58,98.82,0.512
-202691-1626172-,K. Thompson - K. Looney,1610612744,GSW,2021-22,202691,1626172,32,495.0,110.9,105.5,5.5,0.667,0.266,0.743,0.58,102.42,0.528
-1629021-1630181-,M. Wagner - R. Hampton,1610612753,ORL,2021-22,1629021,1630181,48,495.0,101.8,111.8,-10.1,0.629,0.229,0.744,0.549,104.3,0.442
-203082-1628976-,T. Ross - W. Carter Jr.,1610612753,ORL,2021-22,203082,1628976,51,495.0,102.8,110.4,-7.6,0.603,0.245,0.724,0.556,103.28,0.448
-202685-1629637-,J. Valanciunas - J. Hayes,1610612740,NOP,2021-22,202685,1629637,34,494.0,116.3,111.7,4.6,0.596,0.329,0.761,0.588,98.81,0.534
-1628964-1629643-,M. Bamba - C. Okeke,1610612753,ORL,2021-22,1628964,1629643,46,494.0,96.8,112.0,-15.3,0.613,0.244,0.718,0.507,102.46,0.421
-202694-1628379-,M. Morris Sr. - L. Kennard,1610612746,LAC,2021-22,202694,1628379,43,494.0,107.5,113.9,-6.4,0.528,0.272,0.705,0.558,97.82,0.456
-202357-1629673-,N. Bjelica - J. Poole,1610612744,GSW,2021-22,202357,1629673,65,494.0,107.7,105.3,2.4,0.71,0.244,0.725,0.585,101.92,0.533
-1626156-1627752-,D. Russell - T. Prince,1610612750,MIN,2021-22,1626156,1627752,52,493.0,110.3,111.2,-0.9,0.65,0.232,0.687,0.586,105.74,0.491
-203490-1627780-,O. Porter Jr. - G. Payton II,1610612744,GSW,2021-22,203490,1627780,48,493.0,107.9,101.5,6.3,0.685,0.306,0.723,0.564,101.74,0.539
-201939-1629308-,S. Curry - J. Toscano-Anderson,1610612744,GSW,2021-22,201939,1629308,48,492.0,114.1,106.6,7.5,0.66,0.293,0.707,0.611,99.83,0.548
-1628368-1629002-,D. Fox - C. Metu,1610612758,SAC,2021-22,1628368,1629002,37,491.0,107.4,110.8,-3.4,0.581,0.235,0.717,0.569,103.66,0.489
-201569-1630578-,E. Gordon - A. Sengun,1610612745,HOU,2021-22,201569,1630578,49,491.0,106.1,111.4,-5.3,0.568,0.276,0.721,0.579,104.29,0.468
-1628369-1630202-,J. Tatum - P. Pritchard,1610612738,BOS,2021-22,1628369,1630202,49,491.0,113.7,101.7,12.0,0.598,0.294,0.74,0.593,98.12,0.559
-201142-201933-,K. Durant - B. Griffin,1610612751,BKN,2021-22,201142,201933,30,491.0,109.8,108.3,1.5,0.667,0.203,0.749,0.6,103.32,0.527
-201939-202691-,S. Curry - K. Thompson,1610612744,GSW,2021-22,201939,202691,23,491.0,114.2,105.3,8.8,0.654,0.243,0.713,0.596,102.85,0.541
-200768-1629216-,K. Lowry - G. Vincent,1610612748,MIA,2021-22,200768,1629216,37,490.0,108.5,104.5,4.0,0.679,0.251,0.737,0.588,100.09,0.52
-2546-202340-,C. Anthony - A. Bradley,1610612747,LAL,2021-22,2546,202340,52,489.0,103.9,108.1,-4.2,0.554,0.266,0.725,0.553,104.65,0.471
-1627814-1629308-,D. Lee - J. Toscano-Anderson,1610612744,GSW,2021-22,1627814,1629308,52,488.0,112.9,108.1,4.8,0.658,0.226,0.75,0.623,99.47,0.545
-1627788-1629003-,F. Korkmaz - S. Milton,1610612755,PHI,2021-22,1627788,1629003,39,488.0,102.2,105.5,-3.4,0.593,0.286,0.686,0.524,100.19,0.479
-202710-1629622-,J. Butler - M. Strus,1610612748,MIA,2021-22,202710,1629622,41,486.0,117.2,106.4,10.8,0.633,0.287,0.762,0.607,98.08,0.565
-203903-1630235-,J. Clarkson - T. Forrest,1610612762,UTA,2021-22,203903,1630235,57,486.0,111.7,102.1,9.6,0.482,0.327,0.755,0.583,99.01,0.557
-203484-1626149-,K. Caldwell-Pope - M. Harrell,1610612764,WAS,2021-22,203484,1626149,43,486.0,104.4,105.9,-1.5,0.624,0.242,0.752,0.557,101.11,0.501
-202691-1629673-,K. Thompson - J. Poole,1610612744,GSW,2021-22,202691,1629673,31,486.0,112.1,107.1,5.0,0.669,0.287,0.731,0.573,102.65,0.533
-202331-1628379-,P. George - L. Kennard,1610612746,LAC,2021-22,202331,1628379,29,486.0,107.8,98.7,9.1,0.545,0.255,0.694,0.573,100.53,0.549
-201933-201935-,B. Griffin - J. Harden,1610612751,BKN,2021-22,201933,201935,33,485.0,110.8,108.6,2.1,0.663,0.226,0.735,0.595,102.47,0.524
-203473-1629622-,D. Dedmon - M. Strus,1610612748,MIA,2021-22,203473,1629622,52,485.0,110.2,103.4,6.7,0.603,0.302,0.705,0.585,99.66,0.524
-1630256-1630578-,J. Tate - A. Sengun,1610612745,HOU,2021-22,1630256,1630578,62,485.0,107.6,114.6,-7.1,0.546,0.304,0.714,0.555,102.14,0.436
-201939-1627814-,S. Curry - D. Lee,1610612744,GSW,2021-22,201939,1627814,47,485.0,107.8,102.4,5.4,0.656,0.233,0.747,0.582,103.0,0.533
-1629003-1630178-,S. Milton - T. Maxey,1610612755,PHI,2021-22,1629003,1630178,49,485.0,106.0,108.5,-2.5,0.577,0.257,0.719,0.555,100.09,0.489
-1628977-1630165-,H. Diallo - K. Hayes,1610612765,DET,2021-22,1628977,1630165,40,484.0,102.2,111.8,-9.6,0.605,0.247,0.709,0.536,101.84,0.447
-203915-1630166-,S. Dinwiddie - D. Avdija,1610612764,WAS,2021-22,203915,1630166,42,484.0,105.5,106.0,-0.4,0.566,0.275,0.732,0.553,99.32,0.507
-1629001-1630533-,D. Melton - Z. Williams,1610612763,MEM,2021-22,1629001,1630533,56,483.0,108.2,101.2,7.0,0.664,0.34,0.744,0.55,108.32,0.54
-1626153-1628989-,D. Wright - K. Huerter,1610612737,ATL,2021-22,1626153,1628989,56,483.0,113.4,104.6,8.8,0.65,0.282,0.754,0.585,100.92,0.547
-1627741-1629002-,B. Hield - C. Metu,1610612758,SAC,2021-22,1627741,1629002,36,482.0,104.3,112.4,-8.1,0.599,0.262,0.719,0.564,100.16,0.448
-202709-1628977-,C. Joseph - H. Diallo,1610612765,DET,2021-22,202709,1628977,40,481.0,101.8,111.9,-10.1,0.634,0.263,0.708,0.518,100.24,0.437
-1627788-1629680-,F. Korkmaz - M. Thybulle,1610612755,PHI,2021-22,1627788,1629680,43,481.0,103.7,105.2,-1.5,0.589,0.243,0.682,0.55,99.42,0.507
-201145-203085-,J. Green - A. Rivers,1610612743,DEN,2021-22,201145,203085,43,481.0,111.3,111.5,-0.3,0.654,0.26,0.712,0.599,98.3,0.516
-203526-1626149-,R. Neto - M. Harrell,1610612764,WAS,2021-22,203526,1626149,40,480.0,106.3,103.4,2.9,0.599,0.215,0.744,0.567,101.35,0.53
-201942-1628972-,D. DeRozan - T. Brown Jr.,1610612741,CHI,2021-22,201942,1628972,48,479.0,111.0,112.6,-1.6,0.499,0.303,0.73,0.586,102.15,0.491
-201939-1630228-,S. Curry - J. Kuminga,1610612744,GSW,2021-22,201939,1630228,45,478.0,107.5,105.2,2.3,0.643,0.228,0.71,0.58,101.42,0.518
-1626168-1630180-,T. Lyles - S. Bey,1610612765,DET,2021-22,1626168,1630180,49,478.0,105.7,111.5,-5.8,0.651,0.217,0.706,0.552,101.7,0.471
-201567-1628386-,K. Love - J. Allen,1610612739,CLE,2021-22,201567,1628386,49,477.0,109.0,104.0,5.0,0.678,0.299,0.769,0.575,102.82,0.539
-201937-1630596-,R. Rubio - E. Mobley,1610612739,CLE,2021-22,201937,1630596,26,477.0,104.8,94.7,10.1,0.646,0.281,0.726,0.543,100.26,0.573
-1626204-1629014-,L. Nance Jr. - A. Simons,1610612757,POR,2021-22,1626204,1629014,32,475.0,114.9,114.4,0.5,0.565,0.304,0.678,0.583,97.67,0.48
-1626169-1630559-,S. Johnson - A. Reaves,1610612747,LAL,2021-22,1626169,1630559,41,475.0,117.0,113.5,3.5,0.536,0.271,0.712,0.599,102.22,0.52
-203084-203200-,H. Barnes - J. Holiday,1610612758,SAC,2021-22,203084,203200,25,474.0,108.3,119.0,-10.8,0.607,0.215,0.763,0.573,102.84,0.454
-201567-1630205-,K. Love - L. Stevens,1610612739,CLE,2021-22,201567,1630205,48,474.0,105.2,108.9,-3.7,0.677,0.282,0.739,0.56,99.31,0.492
-1630192-1630267-,Z. Nnaji - F. Campazzo,1610612743,DEN,2021-22,1630192,1630267,38,474.0,103.2,107.7,-4.4,0.691,0.281,0.752,0.548,99.57,0.456
-1629731-1630596-,D. Wade - E. Mobley,1610612739,CLE,2021-22,1629731,1630596,38,473.0,105.7,103.4,2.3,0.596,0.254,0.73,0.572,98.05,0.506
-201569-1630231-,E. Gordon - K. Martin Jr.,1610612745,HOU,2021-22,201569,1630231,51,472.0,106.3,113.7,-7.3,0.574,0.253,0.699,0.582,104.14,0.466
-1630177-1630197-,T. Maledon - A. Pokusevski,1610612760,OKC,2021-22,1630177,1630197,42,472.0,107.1,103.8,3.3,0.624,0.242,0.759,0.557,101.78,0.504
-201580-1626166-,J. McGee - C. Payne,1610612756,PHX,2021-22,201580,1626166,49,471.0,110.2,99.8,10.4,0.615,0.323,0.754,0.581,104.13,0.565
-1627747-1627763-,C. LeVert - M. Brogdon,1610612754,IND,2021-22,1627747,1627763,21,470.0,111.6,106.0,5.6,0.611,0.29,0.745,0.561,96.03,0.531
-201568-1629631-,D. Gallinari - D. Hunter,1610612737,ATL,2021-22,201568,1629631,44,470.0,116.2,113.2,3.0,0.572,0.231,0.731,0.612,102.27,0.512
-202397-1630166-,I. Smith - D. Avdija,1610612764,WAS,2021-22,202397,1630166,28,470.0,108.8,113.8,-5.1,0.641,0.254,0.725,0.578,100.04,0.498
-1630544-1630581-,T. Mann - J. Giddey,1610612760,OKC,2021-22,1630544,1630581,38,470.0,99.5,103.4,-3.9,0.548,0.287,0.723,0.511,100.6,0.458
-101108-201580-,C. Paul - J. McGee,1610612756,PHX,2021-22,101108,201580,54,469.0,109.8,99.5,10.3,0.611,0.276,0.722,0.565,101.72,0.576
-201937-1628386-,R. Rubio - J. Allen,1610612739,CLE,2021-22,201937,1628386,28,469.0,109.0,98.9,10.1,0.653,0.312,0.727,0.572,102.11,0.56
-1628401-1629022-,D. White - L. Walker IV,1610612759,SAS,2021-22,1628401,1629022,44,468.0,103.8,104.6,-0.8,0.65,0.254,0.668,0.551,103.36,0.53
-1629656-1630193-,Q. Grimes - I. Quickley,1610612752,NYK,2021-22,1629656,1630193,42,468.0,107.2,103.5,3.7,0.628,0.276,0.738,0.553,95.33,0.524
-203085-203115-,A. Rivers - W. Barton,1610612743,DEN,2021-22,203085,203115,49,467.0,107.2,107.3,-0.1,0.655,0.247,0.737,0.587,99.99,0.501
-1629630-1629634-,J. Morant - B. Clarke,1610612763,MEM,2021-22,1629630,1629634,48,467.0,114.0,106.1,7.9,0.571,0.334,0.72,0.577,106.48,0.558
-203078-203526-,B. Beal - R. Neto,1610612764,WAS,2021-22,203078,203526,33,466.0,103.8,108.1,-4.3,0.595,0.235,0.748,0.557,101.05,0.494
-202681-1628971-,K. Irving - B. Brown,1610612751,BKN,2021-22,202681,1628971,25,466.0,121.7,110.9,10.7,0.585,0.306,0.687,0.612,102.41,0.557
-202709-1626168-,C. Joseph - T. Lyles,1610612765,DET,2021-22,202709,1626168,39,464.0,106.8,110.2,-3.4,0.657,0.251,0.686,0.565,101.15,0.484
-1629684-1630202-,G. Williams - P. Pritchard,1610612738,BOS,2021-22,1629684,1630202,57,464.0,109.1,108.0,1.1,0.67,0.275,0.718,0.586,99.5,0.504
-203496-1629642-,R. Covington - N. Little,1610612757,POR,2021-22,203496,1629642,39,464.0,107.9,105.5,2.4,0.602,0.286,0.727,0.57,99.71,0.507
-1629723-1630214-,J. Konchar - X. Tillman,1610612763,MEM,2021-22,1629723,1630214,48,462.0,103.8,106.6,-2.8,0.62,0.314,0.702,0.522,100.79,0.481
-202711-204060-,B. Bogdanovic - J. Ingles,1610612762,UTA,2021-22,202711,204060,45,461.0,105.3,104.6,0.7,0.577,0.262,0.724,0.563,100.22,0.502
-202357-1630228-,N. Bjelica - J. Kuminga,1610612744,GSW,2021-22,202357,1630228,45,460.0,111.1,107.9,3.2,0.658,0.268,0.699,0.588,99.03,0.522
-202331-1629611-,P. George - T. Mann,1610612746,LAC,2021-22,202331,1629611,30,460.0,107.3,99.1,8.2,0.558,0.244,0.688,0.58,101.46,0.547
-1627936-1628366-,A. Caruso - L. Ball,1610612741,CHI,2021-22,1627936,1628366,26,459.0,111.6,102.2,9.4,0.595,0.251,0.726,0.584,101.06,0.558
-202357-1627814-,N. Bjelica - D. Lee,1610612744,GSW,2021-22,202357,1627814,45,459.0,112.5,105.9,6.6,0.673,0.247,0.743,0.606,100.9,0.545
-201980-1627777-,D. Green - G. Niang,1610612755,PHI,2021-22,201980,1627777,51,458.0,109.0,105.8,3.2,0.668,0.272,0.748,0.591,102.07,0.501
-203552-1628971-,S. Curry - B. Brown,1610612751,BKN,2021-22,203552,1628971,19,458.0,118.6,112.0,6.6,0.638,0.312,0.702,0.602,99.02,0.528
-203501-203939-,T. Hardaway Jr. - D. Powell,1610612742,DAL,2021-22,203501,203939,40,457.0,102.8,109.8,-7.0,0.575,0.253,0.748,0.527,97.37,0.445
-203914-1630591-,G. Harris - J. Suggs,1610612753,ORL,2021-22,203914,1630591,37,454.0,97.8,111.2,-13.4,0.617,0.211,0.719,0.534,104.1,0.423
-201587-202331-,N. Batum - P. George,1610612746,LAC,2021-22,201587,202331,21,454.0,105.2,101.6,3.6,0.576,0.218,0.713,0.561,101.47,0.53
-1629026-1630581-,K. Williams - J. Giddey,1610612760,OKC,2021-22,1629026,1630581,46,453.0,102.1,99.8,2.3,0.621,0.292,0.712,0.541,100.24,0.511
-1627752-1629162-,T. Prince - J. McLaughlin,1610612750,MIN,2021-22,1627752,1629162,41,453.0,115.1,110.1,5.0,0.652,0.236,0.691,0.605,106.68,0.521
-202066-1628404-,G. Temple - J. Hart,1610612740,NOP,2021-22,202066,1628404,36,452.0,97.9,117.3,-19.4,0.65,0.283,0.7,0.521,100.41,0.406
-201587-202339-,N. Batum - E. Bledsoe,1610612746,LAC,2021-22,201587,202339,31,452.0,99.3,105.5,-6.3,0.61,0.236,0.697,0.523,102.26,0.468
-203552-1627777-,S. Curry - G. Niang,1610612755,PHI,2021-22,203552,1627777,41,452.0,110.7,101.4,9.3,0.629,0.228,0.732,0.583,99.81,0.536
-203082-1629021-,T. Ross - M. Wagner,1610612753,ORL,2021-22,203082,1629021,46,452.0,102.0,113.8,-11.8,0.665,0.264,0.724,0.542,102.8,0.439
-1627749-1628966-,D. Murray - K. Bates-Diop,1610612759,SAS,2021-22,1627749,1628966,43,451.0,111.7,108.5,3.2,0.583,0.281,0.724,0.552,102.32,0.51
-1630581-1630598-,J. Giddey - A. Wiggins,1610612760,OKC,2021-22,1630581,1630598,29,451.0,100.6,110.1,-9.5,0.607,0.272,0.746,0.521,101.94,0.447
-1630197-1630544-,A. Pokusevski - T. Mann,1610612760,OKC,2021-22,1630197,1630544,44,450.0,101.8,108.1,-6.3,0.563,0.268,0.76,0.538,102.41,0.461
-1626224-1630171-,C. Osman - I. Okoro,1610612739,CLE,2021-22,1626224,1630171,51,450.0,104.9,108.6,-3.7,0.67,0.26,0.725,0.567,100.46,0.481
-1629234-1629604-,D. Eubanks - C. Elleby,1610612757,POR,2021-22,1629234,1629604,22,449.0,98.8,120.7,-21.9,0.643,0.295,0.69,0.513,99.79,0.386
-202324-1630581-,D. Favors - J. Giddey,1610612760,OKC,2021-22,202324,1630581,36,449.0,95.8,106.6,-10.7,0.589,0.247,0.768,0.506,99.56,0.447
-202066-1630529-,G. Temple - H. Jones,1610612740,NOP,2021-22,202066,1630529,48,449.0,102.4,115.3,-12.8,0.637,0.271,0.735,0.53,101.61,0.455
-202357-203490-,N. Bjelica - O. Porter Jr.,1610612744,GSW,2021-22,202357,203490,52,449.0,107.5,100.4,7.0,0.693,0.287,0.72,0.576,99.94,0.557
-204060-1626220-,J. Ingles - R. O'Neale,1610612762,UTA,2021-22,204060,1626220,43,448.0,108.9,107.7,1.3,0.592,0.26,0.731,0.574,100.43,0.514
-1626181-1626204-,N. Powell - L. Nance Jr.,1610612757,POR,2021-22,1626181,1626204,32,448.0,109.9,117.2,-7.3,0.598,0.254,0.705,0.578,99.8,0.463
-203507-1629670-,G. Antetokounmpo - J. Nwora,1610612749,MIL,2021-22,203507,1629670,39,447.0,116.2,107.6,8.6,0.591,0.265,0.753,0.613,105.52,0.548
-202357-1627780-,N. Bjelica - G. Payton II,1610612744,GSW,2021-22,202357,1627780,56,447.0,106.6,99.2,7.4,0.714,0.267,0.708,0.582,101.18,0.566
-203490-1626172-,O. Porter Jr. - K. Looney,1610612744,GSW,2021-22,203490,1626172,47,447.0,112.7,105.8,7.0,0.632,0.295,0.735,0.573,99.08,0.539
-203463-1630570-,B. McLemore - T. Watford,1610612757,POR,2021-22,203463,1630570,44,446.0,98.2,116.8,-18.6,0.598,0.227,0.679,0.531,103.93,0.372
-1628963-1630169-,M. Bagley III - T. Haliburton,1610612758,SAC,2021-22,1628963,1630169,29,446.0,106.6,119.1,-12.5,0.595,0.297,0.701,0.544,99.9,0.444
-203200-1627763-,J. Holiday - M. Brogdon,1610612754,IND,2021-22,203200,1627763,22,445.0,105.6,104.6,1.0,0.582,0.267,0.758,0.54,99.99,0.5
-1629029-1630182-,L. Doncic - J. Green,1610612742,DAL,2021-22,1629029,1630182,47,445.0,110.9,104.8,6.1,0.601,0.291,0.716,0.59,102.01,0.507
-201933-1628971-,B. Griffin - B. Brown,1610612751,BKN,2021-22,201933,1628971,42,444.0,104.9,109.8,-4.9,0.679,0.219,0.727,0.558,102.71,0.48
-203463-1629014-,B. McLemore - A. Simons,1610612757,POR,2021-22,203463,1629014,35,443.0,104.1,109.9,-5.7,0.633,0.255,0.719,0.55,101.26,0.443
-1627789-1629027-,T. Luwawu-Cabarrot - T. Young,1610612737,ATL,2021-22,1627789,1629027,35,442.0,111.9,117.5,-5.7,0.62,0.293,0.782,0.568,103.45,0.474
-202699-1629003-,T. Harris - S. Milton,1610612755,PHI,2021-22,202699,1629003,44,441.0,110.4,109.1,1.3,0.572,0.275,0.744,0.56,97.89,0.508
-1628976-1629643-,W. Carter Jr. - C. Okeke,1610612753,ORL,2021-22,1628976,1629643,50,441.0,99.3,100.2,-0.9,0.651,0.226,0.754,0.53,103.84,0.491
-202681-1630556-,K. Irving - K. Edwards,1610612751,BKN,2021-22,202681,1630556,24,440.0,121.1,118.7,2.5,0.568,0.29,0.691,0.618,100.89,0.509
-1626172-1627780-,K. Looney - G. Payton II,1610612744,GSW,2021-22,1626172,1627780,56,440.0,115.6,102.2,13.3,0.654,0.298,0.718,0.601,100.52,0.575
-1629308-1629673-,J. Toscano-Anderson - J. Poole,1610612744,GSW,2021-22,1629308,1629673,60,439.0,107.5,105.7,1.8,0.671,0.278,0.755,0.571,100.25,0.524
-201959-1629628-,T. Gibson - R. Barrett,1610612752,NYK,2021-22,201959,1629628,41,438.0,107.3,111.0,-3.7,0.562,0.282,0.712,0.544,99.45,0.464
-203210-1630267-,J. Green - F. Campazzo,1610612743,DEN,2021-22,203210,1630267,42,437.0,98.8,107.0,-8.2,0.626,0.273,0.72,0.533,100.22,0.439
-203081-1629642-,D. Lillard - N. Little,1610612757,POR,2021-22,203081,1629642,28,435.0,111.8,115.3,-3.5,0.577,0.303,0.771,0.583,100.22,0.476
-1628386-1629731-,J. Allen - D. Wade,1610612739,CLE,2021-22,1628386,1629731,31,435.0,105.9,103.7,2.1,0.603,0.298,0.743,0.556,97.73,0.516
-1626145-1629723-,T. Jones - J. Konchar,1610612763,MEM,2021-22,1626145,1629723,56,435.0,105.5,105.1,0.4,0.608,0.32,0.712,0.517,101.37,0.51
-1627789-1628989-,T. Luwawu-Cabarrot - K. Huerter,1610612737,ATL,2021-22,1627789,1628989,29,435.0,116.1,114.7,1.4,0.639,0.288,0.776,0.592,103.17,0.51
-203083-1628971-,A. Drummond - B. Brown,1610612751,BKN,2021-22,203083,1628971,23,434.0,120.7,116.1,4.6,0.62,0.354,0.707,0.599,100.2,0.526
-203952-1627814-,A. Wiggins - D. Lee,1610612744,GSW,2021-22,203952,1627814,53,434.0,97.8,106.5,-8.7,0.625,0.246,0.749,0.532,100.97,0.454
-1626196-1627759-,J. Richardson - J. Brown,1610612738,BOS,2021-22,1626196,1627759,32,434.0,103.6,103.9,-0.3,0.623,0.28,0.68,0.545,98.91,0.509
-203932-1630538-,A. Gordon - B. Hyland,1610612743,DEN,2021-22,203932,1630538,57,433.0,120.6,109.9,10.7,0.652,0.284,0.741,0.64,102.87,0.544
-201143-1626196-,A. Horford - J. Richardson,1610612738,BOS,2021-22,201143,1626196,40,433.0,101.6,105.4,-3.9,0.627,0.274,0.729,0.539,100.07,0.487
-203952-1630228-,A. Wiggins - J. Kuminga,1610612744,GSW,2021-22,203952,1630228,49,433.0,103.8,107.8,-4.0,0.608,0.24,0.707,0.555,100.27,0.485
-203926-1630170-,D. McDermott - D. Vassell,1610612759,SAS,2021-22,203926,1630170,43,433.0,111.1,114.6,-3.5,0.642,0.279,0.705,0.567,105.04,0.487
-203084-1626168-,H. Barnes - T. Lyles,1610612758,SAC,2021-22,203084,1626168,23,433.0,111.8,115.0,-3.2,0.612,0.237,0.762,0.579,100.59,0.494
-1629026-1629660-,K. Williams - T. Jerome,1610612760,OKC,2021-22,1629026,1629660,39,432.0,97.2,97.4,-0.2,0.588,0.276,0.737,0.498,98.11,0.486
-200752-204060-,R. Gay - J. Ingles,1610612762,UTA,2021-22,200752,204060,29,432.0,114.4,103.2,11.3,0.56,0.308,0.775,0.583,101.14,0.544
-2544-2730-,L. James - D. Howard,1610612747,LAL,2021-22,2544,2730,35,431.0,109.2,116.4,-7.2,0.594,0.284,0.764,0.576,99.47,0.457
-203897-1627884-,Z. LaVine - D. Jones Jr.,1610612741,CHI,2021-22,203897,1627884,42,431.0,110.9,113.6,-2.6,0.539,0.236,0.745,0.579,102.07,0.489
-1626166-1629028-,C. Payne - D. Ayton,1610612756,PHX,2021-22,1626166,1629028,38,430.0,111.6,104.8,6.8,0.636,0.221,0.712,0.588,103.94,0.528
-203081-1626204-,D. Lillard - L. Nance Jr.,1610612757,POR,2021-22,203081,1626204,28,430.0,112.8,114.4,-1.6,0.601,0.279,0.752,0.589,100.2,0.482
-203095-1630193-,E. Fournier - I. Quickley,1610612752,NYK,2021-22,203095,1630193,55,430.0,112.7,109.6,3.1,0.589,0.289,0.732,0.565,99.03,0.508
-203493-203501-,R. Bullock - T. Hardaway Jr.,1610612742,DAL,2021-22,203493,203501,38,430.0,102.6,99.4,3.2,0.592,0.243,0.703,0.539,97.63,0.504
-201567-201937-,K. Love - R. Rubio,1610612739,CLE,2021-22,201567,201937,26,429.0,108.6,96.7,11.9,0.703,0.294,0.738,0.559,104.6,0.562
-1630267-1630538-,F. Campazzo - B. Hyland,1610612743,DEN,2021-22,1630267,1630538,41,428.0,104.8,111.4,-6.5,0.653,0.249,0.733,0.548,100.4,0.44
